csho,invt,ap,act,sale,xint,re,che,at,dlc,dltt,lt,cogs,ivao,ceq,ni,sstk,dp,ppegt,txp,txt,lct,ib,rect,prcc_f,ivst,dltis,key_board_percent_independent,num_independent,board_size,misstate
6.178,2.432,7.79,111.39,139.237,0.027,49.975,74.286,134.554,0.082,0.128,46.037,15.947,0,88.517,14.388,1.077,5.687,32.823,1.412,7.579,44.522,14.388,28.596,36.25,49.753,0.033,1,2,2,0
2.091,0,0,11.481,0,0,-32.368,11.189,11.481,0,0,1.854,0,0,9.627,-2.501,0,0,0,0,0.302,1.854,-2.501,0,11.75,6.048,0,0,3,4,0
6.568,0.355,3.318,6.263,30.335,1.879,-13.961,0.284,26.009,7.746,5.794,19.327,17.545,0,5.298,0.481,0,5.295,64.154,0,0,12.983,0.481,5.288,0.75,0,0,0.666666667,1,1,0
73.715,0,0.234,0.322,0.799,0.015,-14.562,0.098,2.617,0,0,0.272,0.378,0.458,1.745,-1.575,1.2,0.46,2.739,0,0,0.272,-1.605,0.14,0.094,0,0,0,0,1,0
6.867,1.111,3.081,9.95,20.147,0.632,2.322,1.893,28.244,2.748,5.72,13.897,4.879,0,14.347,3.769,0.912,1.543,1.166,1.206,1.858,8.177,3.769,4.991,3.687,0.697,0,0.2,0,1,0
11.251,6.437,17.853,41.39,172.125,0.454,8.659,10.378,173.641,0.82,0.231,33.744,113.913,0,139.897,10.985,0.789,5.475,20.729,2.219,8.119,29.335,10.985,23.122,30.562,7.849,0,0,0,1,0
3.395,0,0.574,0.811,6.709,1.109,-7.594,0.328,13.419,0.392,8.44,10.848,5.088,0.03,1.047,-4.172,0.832,0.693,11.022,0,0,1.879,-4.172,0.427,2.312,0.095,2.068,0,5,6,0
10.22,3.147,1.02,6.122,36.54,0.497,-24.617,0.683,7.849,0.067,0.007,2.83,28.429,0,5.019,-3.789,0.012,0.457,2.853,0,0,2.731,-3.789,1.855,0.937,0,0,0,1,2,0
2.812,0,0.43,7.364,7.979,0.024,-4.74,5.858,8.907,0.27,0,1.377,5.761,0,7.53,-1.192,0.021,0.455,2.839,0,0,1.117,-1.192,1.268,3.5,5.858,0,0.666666667,3,4,0
6.058,7.12,7.326,37.697,75.501,0.171,9.997,9.384,48.195,1.246,0.587,19.339,54.934,0.164,28.856,2.506,0,1.059,14.863,1.5,1.531,16.613,2.506,19.746,5.375,0,0,0,0,3,0
20.192,62.936,36.378,158.393,193.653,5.535,-90.98,34.641,339.815,7.729,80.597,197.088,106.925,4.8,100.269,-17.067,14.895,3.493,66.704,0,3.352,87.135,-9.481,49.207,5.5,25.031,115.176,0.5,4,6,0
5.252,0,0.13,2.032,1.164,0.261,-35.147,1.954,6.399,0.365,0.105,1.122,9.263,0.3,5.277,-10.211,0.011,0.752,5.848,0,0,0.91,-10.211,0.012,1.75,1.864,0,0,5,5,0
13.77,17.188,10.644,31.271,401.685,0.479,18.926,4.335,136.165,1.222,7.167,38.473,264.3,0,97.692,8.639,12.298,7.877,93.844,0,6.035,26.035,8.639,3.619,15,0,9,0,1,2,0
9.071,44.675,33.109,97.877,69.451,3.889,-6.527,1.684,277.968,5,167.635,232.663,50.848,0,45.305,-8.045,17.217,3.126,32.407,0,-4.11,58.907,-8.045,44.718,5.125,0,190.617,0.25,2,4,0
18.779,10.705,5.721,25.201,47.228,3.795,13.026,0,66.883,7.63,27.489,44.477,32.517,0.246,22.406,-2.707,0,4.023,72.931,0,-0.761,13.351,-2.707,13.363,1.047,0,13.5,0,4,5,0
16.116,13.987,11.852,91.356,131.58,0.157,35.214,51.451,101.015,0,0.134,18.9,60.188,0,82.115,15.912,1.59,3.776,15.631,0.943,9.231,18.766,15.912,20.415,20.75,37.072,0,0.5,3,4,0
21.69,314.519,287.127,1201.267,1359.012,42.836,162.476,25.826,1823.294,188.309,593.581,1346.628,1025.173,300.327,476.663,115.534,133.721,17.757,140.038,0,-10.61,703.474,115.534,781.662,30.375,0,1619.507,0,0,1,0
33.438,0,11.612,222.428,242.05,11.034,0.325,50.594,468.272,0,143.72,294.549,130.215,16.515,149.438,14.792,0,9.611,82.591,10.34,10.165,98.516,14.792,74.89,12.625,11.878,5,0,1,1,0
5.712,14.949,4.97,34.488,138.925,1.09,-9.804,17.084,54.692,0,0.005,42.544,100.687,1.663,12.148,-15.536,0.112,3.748,35.876,0,3.661,8.653,-15.536,1.499,1,0,0.005,1,5,5,0
3.512,0,0.276,7.197,16.929,0.602,-6.485,2.117,14.46,0.173,8.265,9.789,13.235,0,4.371,-2.775,1.209,1.276,7.55,0,0,1.524,-2.775,4.717,11.25,0,5,0,0,1,0
20.816,38.322,12.353,112.548,215.94,0.885,57.344,49.705,197.712,2.376,7.598,35.627,85.135,0,162.085,30.917,13.248,5.278,73.739,0,20.078,28.029,30.917,20.142,37.75,0,0.157,0,1,1,0
6.367,4.08,7.195,15.391,156.319,1.192,-28.466,4.031,73.529,1.427,20.859,40.581,135.425,0,32.948,-0.336,0.02,2.314,34.176,1.261,-2.704,15.376,-0.336,2.413,12,0,10.275,0.666666667,2,2,0
3.454,0,0.515,3.14,16.24,0.404,-6.359,1.24,10.967,0.062,4.325,5.348,7.914,0,5.619,0.256,0.004,2.674,13.245,0,0.029,1.023,0.256,1.5,4.25,0,2.853,0,3,5,0
5.135,4.447,2.409,40.664,92.919,0.036,13.742,8.74,59.445,0,0,23.563,34.37,0,35.882,4.892,0.937,3.864,19.667,0.875,2.943,22.707,4.892,25.324,19.5,0.802,0,0,0,1,0
1.538,0.23,0.588,1.486,6.694,0.002,-0.081,0.413,1.865,0.134,0,0.778,5.699,0,1.087,-0.081,0.006,0.063,0.035,0,0,0.778,-0.081,0.8,2.375,0.327,0,1,6,6,0
2.542,0,0,0.033,5.566,0,-0.01,0.033,60.597,0,0,0.038,0.15,60.564,60.559,5.416,0,0,0,0,0,0.038,5.416,0,25.625,0,0,0.5,3,4,0
14.766,2.492,12.578,87.8,311.727,1.432,43.968,6.48,233.195,6.377,42.328,102.562,270.043,0,130.633,15.851,3.531,12.757,73.808,8.61,11.644,57.257,15.851,59.594,28.875,0,35.33,0,2,3,0
13.803,38.241,41.004,252.241,524.227,1.282,-78.937,85.415,300.568,2.933,0,218.262,368.179,7.463,82.306,-94.403,1.424,14.349,121.244,4.515,1,158.9,-94.403,121.829,6.875,0,0,0,0,3,0
17.031,3.839,6.428,80.484,150.113,0.04,32.145,35.71,124.96,0.138,0.061,51.081,23.813,14.985,73.879,4.987,5.433,5.846,41.395,4.243,2.075,49.882,4.987,33.482,17.875,13.477,0,0,4,7,0
4.5,15.36,14.822,32.172,115.036,1.06,-4.002,7.823,34.083,7.952,0.574,25.143,106.421,0,8.94,1.225,0,0.236,2.41,0.267,0.101,24.569,1.225,7.898,3.375,6.922,0,0,2,3,0
7.485,0,0.422,4.755,6.135,0.053,-16.936,2.465,6.705,0.116,0.092,1.305,9.962,0,5.4,-4.258,0.022,0.543,2.838,0.216,0,1.127,-4.258,2.168,1.375,0,0,0,1,1,0
22.779,0,16.132,15.695,40.632,2.701,-11.516,0,161.859,3.958,41,67.29,11.811,0.328,94.569,-17.335,63.253,21.447,208.305,0,-7.479,20.09,-17.335,15.695,3.5,0,0.04,0,5,6,0
5.497,24.719,8.666,26.793,65.694,0.829,-8.759,0.384,32.211,11.163,0,23.53,50.117,0,8.681,-12.131,0,0.956,6.076,0,-1.113,22.971,-12.131,0,1.25,0,0,0,5,5,0
23.863,0,0.626,3.479,0,1.29,-8.093,3.359,15.792,0.957,0,2.033,0,0,13.759,-3.509,4.833,0.027,11.474,0,0,1.583,-3.509,0,2.5,1.378,0,0,0,2,0
25.28,34.157,26.672,101.143,431.225,6.87,-48.849,12.465,266.863,5.876,83.446,164.337,293.11,0,102.274,35.478,2.833,14.542,277.223,0,22.095,52.284,35.478,51.858,22.25,0,0,0,2,4,0
6.028,2.322,13.628,44.803,111.111,9.012,-1.025,0.182,158.044,8.373,112.976,143.496,60.076,0,14.548,-5.596,0.152,9.882,34.248,0,-2.189,27.56,-5.596,39.828,9.75,0,83.439,0.333333333,0,1,0
26.875,25.079,15.897,109.084,163.125,0.937,21.473,44.924,162.389,0.278,15.406,71.503,92.341,0,84.696,10.894,0.442,4.24,45.877,5.017,7.57,54.205,10.894,34.279,15.875,7.674,0,0,0,2,0
5.478,0.557,3.189,9.59,76.969,0.19,8.415,6.181,58.528,0.384,0.495,9.192,61.714,0,49.336,3.198,0.477,4.647,54.777,0.231,1.684,6.593,3.198,1.006,9.5,4.639,0,0.5,1,2,0
13.914,40.239,17.228,106.282,352.635,7.784,2.327,6.7,215.866,21.638,132.87,205.611,111.15,0,10.255,16.568,0,10.572,81.531,3.005,11.013,72.741,16.568,43.336,18,0,158.758,0,2,2,0
2.345,3.848,3.99,6.99,17.804,0.178,0.991,0.067,11.94,0.489,2.726,7.573,9.13,0,4.367,-0.207,0.345,1.479,7.904,0.273,0.001,4.752,-0.207,2.749,7.25,0,1.064,0.5,2,2,0
6.249,0.259,3.459,28.784,137.854,0.038,16.011,10.287,47.623,0.119,4.682,18.414,122.433,2.762,29.209,6.138,0.034,1.354,11.023,0.296,3.954,12.414,6.138,15.764,16.5,0,1.038,0,0,2,0
46.44,105.262,163.191,334.308,724.722,36.949,-22.843,27.481,902.685,115.739,305.257,593.701,555.184,0,182.053,0.318,0,34.133,746.411,0,-1.12,278.93,0.318,201.565,5.5,0,5.516,0,2,4,0
18.785,0,2.156,4.054,4.329,0.104,-3.852,1.796,11.277,1.436,2.051,5.745,3.055,0,5.532,-3.347,5.96,1.395,1.9,0,-0.257,3.592,-3.586,2.189,2.047,0.85,2.215,0,2,3,0
38.393,140.96,47.064,197.486,672.945,19.917,3.848,1.095,626.571,28.522,298.479,423.734,402.24,17.924,202.837,37.194,1.476,24.85,160.545,2.465,32.337,123.212,45.744,33.391,24.5,0,587.699,1,3,3,0
9.262,0,64.243,179.577,293.944,0,50.599,139.796,206.754,0,0,115.548,222.872,0,91.206,14.134,0.053,2.398,32.849,0,10.451,114.146,14.134,36.965,27.25,111.329,0,0,5,7,0
8.865,1.126,2.176,7.015,9.484,0.526,-12.153,2.041,13.681,3,1.2,11.309,7.712,1.395,0.122,-7.952,0,8.408,43.755,0,0,5.937,-7.952,3.652,0.625,0.067,0,0,1,2,0
11.623,34.369,41.537,90.152,578.618,1.224,65.822,2.684,275.392,8.142,6,79.713,438.718,0,195.679,24.994,0,31.119,261.789,0.175,15.333,73.611,24.994,45.154,13.25,0,18.7,0.333333333,1,1,0
11.555,1.583,5.047,14.528,34.215,1.35,6.785,5.331,62.073,3.218,6.949,18.926,25.661,0.008,43.143,-2.32,28.589,2.186,68.209,0,-0.163,11.161,-2.32,7.448,5.875,0,3,0,1,1,0
6.971,0.97,0.471,6.491,4.953,0.015,-18.104,3.265,7.576,0.02,0,1.524,1.025,0.207,6.052,-4.472,0.236,0.29,1.758,0,0,1.524,-4.472,2.081,3.625,0,0,1,3,4,0
3.508,2.142,1.003,6.66,16.195,0.167,-0.637,2.361,11.276,0.318,3.08,4.61,8.953,0,6.666,1.212,0.022,0.26,5.148,0,0.259,1.53,1.212,2.068,3,0,3.449,0.25,2,2,0
8.425,11.473,3.065,33.124,83.594,0,13.509,6.666,41.34,0,0,5.322,59.764,0,36.018,5.736,0.278,1.52,10.445,0.078,3.217,5.322,5.736,12.991,9,0,0,1,7,8,0
4.832,0.022,0.342,0.281,1.532,0.29,-1.021,0.051,9.45,0.17,3.192,5.869,1.186,0,3.473,-2.436,0.527,0.345,11.432,0,-1.534,0.682,-2.436,0.104,0.5,0,0.406,0,3,6,0
5.938,4.079,0.327,31.183,27.047,0.017,10.122,18.304,42.796,0,0,1.539,10,1.399,41.257,6.676,30.682,0.286,9.185,0.29,3.555,1.539,6.676,8.314,15.75,4.276,0,0,4,6,0
6.009,7.721,1.012,10.902,7.619,0.313,-22.531,0.015,12.79,0,5.325,6.923,7.769,0.6,5.867,-4.976,0.013,0.174,1.74,0,0,1.598,-4.976,2.86,4.875,0,5.525,1,1,3,0
7.142,29.432,7.389,43.728,151.356,2.005,10.222,0.177,73.877,2.95,30.425,44.011,110.321,0,29.866,1.532,0,2.229,37.184,0,0.991,13.265,1.532,12.533,3.812,0,16.473,0.25,1,3,0
3.533,30.153,3.694,53.251,90.564,1.219,10.045,0.342,55.512,4.951,23.312,33.496,68.714,0,22.016,3.872,0,0.474,2.195,0.345,2.318,10.184,3.872,21.272,9.875,0,23.312,0,0,1,0
25,134.077,61.946,347.663,617.465,6.701,103.911,74.358,405.45,82.068,61.645,247.202,351.947,0,156.38,42.003,0,13.43,49.729,12.815,21.772,178.262,42.003,119.449,19.75,0,28.368,0,4,6,0
28.361,15.273,20.362,127.683,242.953,2.027,16.056,46.83,493.497,0,30,171.219,179.279,0,321.147,12.715,0,24.506,728.871,3.026,7.524,48.487,12.715,48.108,17.75,0,30,0,0,1,0
13.625,95.071,29.321,154.066,385.923,23.727,-22.537,0,396.641,30.841,202.444,332.333,295.372,0,64.308,0.06,0.345,15.152,192.538,4.118,6.626,100.565,0.06,57.34,4.25,0,44.313,0,0,1,0
55.185,1.658,26.097,101.356,298.9,112.688,2.87,40.648,1599.773,39.489,1204.318,1425.489,186.803,16.181,174.284,9.251,0,28.208,1442.837,0,9.587,109.367,9.251,49.596,10.5,20.921,82.816,0,4,5,0
11.358,16.655,32.976,70.58,84.494,0.094,17.642,12.467,118.083,0.053,0.6,36.726,58.917,42.075,81.357,9.897,0,0.356,5.618,2.071,5.617,35.829,9.897,40.481,15.25,0,0,0,2,4,0
10.701,18.946,6.398,136.769,401.936,1.228,39.273,33.862,147.029,0.04,0.013,21.37,323.65,0,125.659,30.409,67.727,0.832,9.661,0,21.306,20.817,30.409,72.857,41.375,0,0,0,1,2,0
14.338,10.951,3.378,41.78,53.608,0.189,13.063,16.959,57.602,0.562,1.371,9.284,13.083,0,48.318,6.104,0,1.564,10.816,1.304,3.902,7.724,6.104,8.589,5.75,7.255,0,1,1,1,0
7.588,2.221,2.48,37.941,104.364,2.164,6.885,9.849,88.247,3.59,13.339,40.898,90.021,0.119,47.349,4.726,37.418,4.953,42.243,0,2.884,14.026,4.726,21.566,16.5,0,0,0,1,2,0
16.227,101.261,51.657,239.535,287.946,3.916,10.491,1.517,584.026,18.129,242.061,418.024,180.438,0,166.002,15.546,0,11.698,208.804,0,11.876,126.362,16.399,114.755,14.75,0,224.409,0.5,3,4,0
29.318,115.96,44.476,216.028,601.032,6.044,4.645,76.07,358.19,11.322,61.415,155.577,441.781,0,202.613,4.072,2.085,15.811,158.84,0,0.751,85.769,4.072,18.126,34.5,0,0,0.333333333,0,1,0
18.185,10.491,71.975,149.578,14.775,27.044,-94.139,134.7,452.663,6.219,278.992,392.614,23.609,0,60.049,-81.739,0.824,9.508,183.899,0,0,111.108,-81.739,2.243,14.875,15.352,250,0.5,2,2,0
6.78,0.712,0.418,3.348,9.05,0.107,-2.582,0.678,7.638,0.379,0.812,3.593,5.574,0,4.032,-2.557,0,0.708,4.845,0.509,0.032,2.781,-2.557,1.602,1.5,0,0.122,0,0,1,0
5.82,0,1.001,19.509,52.46,0.063,6.99,3.942,27.567,0.102,0.937,5.29,33.714,0,22.277,0.046,0.229,1.187,9.962,0,0.099,4.261,0.046,11.583,6.25,0,0,0,3,3,0
3.96,0,1.561,1.661,6.605,0.072,-6.236,0.68,5.749,0.191,0.539,3.075,4.082,0.137,1.855,0.002,0.58,0.585,4.635,0,0.003,2.536,0.002,0.898,3.125,0,1.065,0,5,6,0
18.501,21.542,3.637,71.233,124.057,0,25.24,16.718,78.074,0,0,7.121,49.263,0,70.953,22.98,2.966,1.283,7.702,0.135,16.042,7.121,22.98,29.846,35.75,11.012,0,0,2,2,0
3.383,2.407,1.993,4.843,22.082,0.232,-5.021,0.553,13.918,0.671,3.022,6.251,12.283,0,7.667,-2.358,9.76,1.23,11.698,0,-0.557,3.229,-2.358,1.493,5.25,0,2.482,0,0,1,0
11.524,0.672,9.267,17.296,75.621,0.126,3.476,11.136,83.6,1.232,0.593,18.054,60.394,0,65.546,3.644,17.916,3.989,70.672,0,1.754,16.399,3.644,3.384,9.75,11.051,0,0,3,3,0
4.847,2.009,1.928,4.14,7.871,0.028,-4.3,0,10.763,0.825,0.699,4.424,4.281,0.45,6.339,-0.821,0,0.428,1.162,0,0,3.725,-0.821,1.893,3.031,0,0,0,2,4,0
1.729,0,0.193,0.487,2.869,0,-1.359,0.367,4.315,0,0,0.716,1.721,0,3.599,-0.49,0,0.424,4.695,0,-0.253,0.716,-0.49,0.081,10,0,0,1,2,2,0
16.666,0,19.484,35.881,69.728,0.363,40.228,18.642,215.557,0.543,0.555,46.066,9.555,0,169.491,14.44,1.141,34.118,259.927,0,8.108,24.894,14.44,16.473,20,8.23,0,0,0,1,0
5.415,2.128,0.825,4.31,5.762,0.07,-8.817,1.06,4.738,1.003,0,2.182,3.458,0,2.556,-3.547,0,0.098,0.574,0,0.001,2.182,-3.547,1.068,1.312,0,0,0,1,2,0
2.695,0.772,0.971,2.204,24.627,0.013,-0.979,0.142,5.314,0.063,0.019,1.241,17.981,0,3.933,-0.038,0,0.513,1.834,0,-0.015,1.222,-0.038,1.058,2.937,0,0,0,1,2,0
47.25,52,19.459,119.357,232.28,0.972,5.345,29.275,146.7,23.734,0,43.397,168.735,0,103.303,-2.691,101.5,3.477,28.448,0.204,-1.192,43.397,-2.691,34.705,5.125,0,0,0,2,3,0
2.4,0.016,0.045,3.147,0.075,0.004,-3.054,2.998,3.34,0.048,0,0.297,1.687,0,3.043,-1.517,0.9,0.05,0.17,0,0,0.269,-1.517,0.046,7.75,0,0,0,4,4,0
3.854,0.074,0.128,1.371,7.85,0.121,-1.795,1.241,3.46,0,0.015,0.327,2.036,0,3.061,-0.577,1.328,0.311,2.384,0,0,0.312,-0.577,0,2.875,0,0.111,0,3,3,0
23.414,1.905,0.627,30.943,3.953,0,-33.153,27.407,38.07,0,0,1.457,2.837,3.615,36.613,-11.525,0.104,0.486,3.039,0,0,1.457,-11.525,1.357,3.375,24.05,0,0,5,6,0
3.035,14.982,26.282,43.305,119.498,0.753,2.286,0.002,45.705,9.639,0.455,37.49,103.534,0,8.215,1.607,0.01,0.512,2.765,0.159,1.061,37.035,1.607,27.484,5,0,0.687,0.5,1,3,0
13.128,74.462,91.096,439.027,1101.299,0.16,53.065,97.718,1199.385,0,0,916.2,739.738,11.541,83.185,56.069,0,78.132,1247.525,6.404,34.656,320.147,56.069,221.197,39,0,0,0,2,3,0
4.687,1.228,0.494,6.018,11.802,0.159,-1.212,2.39,8.571,0.218,0.395,1.405,6.136,1.155,7.166,-1.898,0.768,0.454,3.731,0,0.088,0.954,-2.45,2.336,3.75,1.916,0.04,0,3,3,0
2.922,0.146,1.126,9.319,19.388,0.156,2.005,2.955,12.74,0.155,0.165,3.873,10.401,0,8.867,1.801,6.272,0.928,6.316,0,1.104,3.643,1.801,5.88,8.875,0,0,0,0,2,0
11.213,1.883,0.982,17.652,54.769,1.799,6.505,10.472,58.903,0,6.927,11.609,27.28,1.985,47.001,10.493,34.337,2.271,32.389,0,2.928,4.539,10.493,2.589,12,0,8.975,0,1,1,0
7.102,0.006,0.536,26.474,0.85,0.018,-5.991,26.392,28.26,0.033,0.018,1.208,4.563,0,27.052,-2.958,30.275,0.102,1.064,0,0,0.74,-2.958,0.031,5.375,0,0,1,3,4,0
2.738,9.287,3.37,19.071,45.345,0.839,1.99,0.002,28.235,1.279,11.484,17.833,36.367,2.438,10.402,1.891,0,0.566,7.275,0,1.141,5.779,1.891,8.629,6.875,0,4.956,0.333333333,1,3,0
1.47,0.091,0.349,1.15,0.201,0.005,-0.646,1.046,3.822,0,0.733,1.233,0.615,0,2.579,-0.646,2.839,0.014,2.608,0,0,0.5,-0.646,0,7.5,0,0,0,3,3,0
3.894,0,0.079,13.755,0,0,-8.31,13.651,14.03,0,0,0.36,0,0,13.67,-3.67,14.491,0.037,0.119,0,0,0.36,-3.67,0,5,11.386,0,0,2,3,0
18.573,2.058,37.416,137.921,341.943,1.622,58.331,24.864,210.228,15.603,8.607,115.373,226.738,18.501,91.056,20.65,0.469,11.047,100.923,14.015,8.553,97.032,15.29,105.623,8.88,0,0.722,0.333333333,3,4,0
5.552,6.547,4.937,17.341,57.675,0.053,-1.746,1.149,24.592,0.303,0.853,9.011,31.84,0,15.581,1.965,0.001,2.445,14.396,0,1.361,6.777,1.965,9.358,4.75,0,0,0,2,3,0
4,4.939,1.206,9.233,15.347,0.311,-2.112,1.866,11.351,3.3,0.774,6.499,9.129,0,4.852,-2.396,6.281,0.404,3.097,0,0.001,5.515,-2.396,2.216,2.25,0,0.834,1,1,1,0
6.554,14.402,9.233,40.735,173.552,7.685,-0.997,1.499,131.731,6.813,46.632,74.964,100.331,6.895,56.767,3.11,39.653,5.799,42.7,0,4.151,22.773,6.798,21.872,12.5,0,0,0.666666667,0,1,0
6.893,0.348,0.168,3.151,0.841,0,-3.644,2.752,3.702,0,0,0.235,0.667,0,3.467,-2.256,0.225,0.071,0.607,0,0,0.235,-2.256,0.023,2.125,2.134,0,0,5,9,0
6.077,31.709,14.699,42.837,188.578,0.699,-43.242,6.956,77.094,0.925,3.571,35.988,135.8,0,41.106,4.52,41.674,4.466,42.926,0,1.937,28.858,4.52,3.071,17.5,0,0,0,2,2,0
4.78,0.112,0.196,7.308,8.62,0.122,-1.401,6.637,10.572,0.471,0.61,2.079,6.494,0,8.493,0.233,7.196,0.395,3.963,0,0.064,1.469,0.233,0.166,5.25,0.17,0.759,0,3,4,0
13.057,28.55,7.711,75.27,126.888,4.118,-7.498,9.442,120.707,0.674,58.92,81.222,95.454,0,39.485,0.684,26.416,6.241,23.614,0.865,1.628,20.502,2.695,30.433,10.75,0,38.294,0,0,2,0
14.709,12.113,6.52,68.671,127.235,0.107,32.363,35.609,81.864,0.158,0.096,15.068,48.839,0,66.796,15.889,28.409,2.002,18.005,0,5.408,12.603,15.889,17.05,23.5,27.328,0,0,0,1,0
3.203,3.071,1.278,5.062,6.385,0.758,-4.173,0.096,15.02,3.595,1.802,7.518,1.892,0.25,6.167,-0.932,10.435,1.885,12.142,0,0,5.716,-0.932,1.747,8.75,0,1.065,0,1,1,0
9.253,0,3.512,78.332,90.067,0.504,18.213,39.353,110.631,1.254,0.902,31.785,41.612,0,78.846,6.672,35.221,4.538,37.922,0.766,3.506,27.371,6.672,36.052,29.25,0,0.52,0,1,3,0
17.149,116.526,31.133,191.588,368.537,6.724,-50.951,12.459,311.297,2.776,38.091,197.173,355.426,0,114.124,-42.793,88.237,11.632,111.626,0.605,-12.065,78.323,-42.793,46.068,10.63,0,52.87,0.5,2,2,0
262,103,296,2963,2979,196,615,1745,5762,262,512,1894,860,84,3868,422,3051,532,5005,0,223,1286,422,1016,25,1266,78,0,2,3,0
7.588,16.551,2.696,35.47,100.931,0.662,2.462,0.618,36.621,0.053,0.07,6.771,71.979,0,29.85,2.849,25.605,0.138,2.13,0.306,1.71,6.701,2.849,16.413,10.75,0,0,1,6,7,0
11.965,5.256,4.832,50.866,39.343,0.069,-0.062,35.548,53.272,0.183,0.108,9.617,12.584,0,43.655,8.699,25.396,0.621,3.708,1.1,1.206,9.509,8.699,7.786,40.75,28.948,0,0,3,5,0
6.667,0.174,0.079,8.963,0,0.013,-9.148,8.481,10.245,0,0,1.07,0,0,9.175,-6.931,18.738,0.055,1.372,0,0,1.07,-6.931,0,23,0,0,0.5,1,2,0
10.029,0,0.526,13.112,0,0,-45.832,12.252,14.852,0,0,1.226,0,0,13.626,-7.439,17.984,1.673,10.138,0,0,1.088,-7.439,0,13.75,10.678,0,0.333333333,3,4,0
11.31,9.501,7.502,38.216,88.257,0.13,17.169,0.259,65.347,1.206,0.191,21.054,35.901,0,44.293,7.176,0.372,4.11,38.132,0,5.092,20.863,7.176,26.089,7.5,0,0,0,1,1,0
2.924,1.703,0.892,3.588,4.016,0.062,-4.471,0.045,3.942,0.469,0,1.828,2.547,0,2.114,-1.163,3.563,0.069,0.413,0,0,1.828,-1.163,1.603,6.125,0,0.2,0.333333333,2,2,0
3.85,0,0.107,9.331,0.568,0.445,-0.612,9.314,9.665,0,0,0.11,0.367,0,9.555,-0.612,10.167,0.025,0.293,0,0,0.11,-0.612,0,5.5,7.856,0.146,0,1,3,0
131.4,35.396,25.115,155.464,375.604,9.165,193.89,34.159,857.639,0,90,336.134,169.655,0,521.505,56.701,250.531,76.542,873.62,0,19.995,76.395,56.701,1.667,13,0,5,0,4,4,0
3.265,0,0,2.878,0,0.444,-2.783,1.883,3.897,0,0,0.265,0,0,3.632,-2.598,6.138,0.003,0.821,0,0,0.265,-2.598,0.3,4.75,0,0,0,0,1,0
2.54,0.019,0.175,2.72,2.144,0.031,-1.809,2.241,3.74,0.15,0.15,1.326,1.628,0,2.414,-0.576,3.131,0.141,0.464,0,0.008,1.071,-0.576,0.429,3.5,1.466,0.625,0,2,3,0
4.293,1.016,0.718,8.566,0.267,1.298,-20.714,6.982,14.739,1.277,6.715,9.679,8.257,0,4.69,-9.644,14.209,0.48,6.685,0,0,2.414,-9.644,0.078,12.75,2.795,3.299,0,6,8,0
18.95,0,4.026,27.215,74.553,0.693,-1.74,16.691,123.631,0,0,31.941,46.709,17.312,91.69,12.578,40.261,2.866,15.684,0.043,5.78,17.455,12.578,9.193,18.25,0.515,0,0,0,2,0
8.08,1.192,2.503,17.175,25.684,0.348,-0.433,13.735,21.142,0.607,3.067,7.047,23.234,0,14.095,-0.335,12.595,0.372,4.367,0,-0.069,3.98,-0.335,1.781,6.19,2.549,0.233,0.5,4,7,0
10.997,4.633,1.559,16.014,1.134,0.013,-2.801,10.697,19.874,1.371,2.723,5.692,2.041,0,14.182,-2.701,16.982,0.143,3.945,0,0,2.969,-2.701,0.45,2.75,0,4.094,0,2,2,0
6.491,17.409,16.619,39.358,94.722,0.079,2.411,2.561,49.375,1.65,0.097,22.906,77.99,0,26.469,5.694,22.211,0.474,6.862,2.01,3.255,22.44,5.406,17.778,18.125,0,0,0,0,2,0
4.156,2.043,0.484,4.286,1.701,0.065,-1.214,1.726,4.514,0.011,0.009,0.58,1.329,0,3.934,-1.142,4.528,0.022,0.137,0,0,0.571,-1.142,0.495,2.56,0,1.474,0,1,1,0
11.421,0,0.197,2.633,2.128,0,-1.99,0.892,4.647,0,0,0.915,1.231,0,3.732,-1.945,2.031,0.13,0.149,0.002,0,0.915,-1.945,0.462,4.13,0,0,0.333333333,3,4,0
10.865,57.936,30.283,125.396,446.866,2.12,86.41,8.343,199.421,2.949,8.532,49.438,344.705,0,149.983,14.41,47.266,4.29,103.541,1.337,9.84,40.906,14.41,57.28,12.625,0,16.005,0.5,4,7,0
11.26,0,0.493,16.554,3.949,0.25,-33.412,16.27,18.325,0.191,0.75,10.673,0.465,0,7.652,-10.193,16.466,0.789,3.331,0,0.175,9.698,-10.193,0,8.125,14.482,0.9,0,3,4,0
5.821,0,0.323,8.073,16.43,0.421,0.343,3.112,26.331,0.666,1.799,4.368,9.506,0,21.672,0.469,10.837,0.838,4.524,0,1.382,1.986,1.095,4.307,11.5,0,6.278,0,1,3,0
4.079,0,0.495,6.859,5.082,0.538,-0.835,2.824,13.892,1.49,2.929,5.854,4.49,0,8.038,-0.64,6.711,0.322,4.605,0,-0.403,2.925,-0.64,2.604,4.5,0,0.48,0,0,2,0
12.019,6.897,2.886,86.988,46.624,0.438,-1.2,71.781,105.985,0,6.732,13.489,34.525,0,90.779,-1.862,64.684,1.694,7.345,0,0.011,6.245,-1.919,7.059,18,0,2.567,0,4,5,0
